id;name;typ;traeger;ort;kanton;region;datum_von;datum_bis;datum_status;turnus;publikum;url;abrufdatum;beleg;deadline_aktion;deadline_typ;kosten;zugang;alter_max;wohnsitz;notiz
2026-12_schreibszene-autobio-zh;Autobiografisches Schreiben [Kleingruppe];Kurs;Theorie & Praxis GmbH (Schreibszene);Zürich;ZH;DCH;2026-12-05;2026-12-05;bestaetigt;einmalig;Schreibende;https://schreibszene.ch/schreibkurse-literarisch/;2026-09-08;05.12.2026 Autobiografisches Schreiben [Kleingruppe] Zürich aeB 380 CHF;KEINE;KEINE;CHF 380 Kursgebühr;;;;In der SWOT enthalten. Taggleich mit dem 2. Vorbereitungstag des Schreibjahrs (05.12.2026) - konkurriert um dieselben Leute in Zürich
2026-12_vorbereitungstag-2;Vorbereitungstag Schreibjahr 2;Kurs;Salon der Kuenste;Olten;SO;DCH;2026-12-05;2026-12-05;bestaetigt;einmalig;Schreibende;../00_Basis/ECKDATEN.md;2026-09-08;Vorbereitungstag: CHF 150.-, mit Gutschein 100.-;KEINE;KEINE;CHF 150, mit Gutschein 100;;;;EIGENER TERMIN
2026-12_sbvv-pizza-treffen;SBVV-Pizza-Treffen;Einzelveranstaltung;Schweizer Buchhandels- und Verlags-Verband SBVV;Zuerich;ZH;DCH;2026-12-08;2026-12-08;bestaetigt;laufend;Branche;https://www.sbvv.ch/agenda/3/%C3%9Cber%20uns/Agenda;2026-09-08;08.12.2026 | SBVV-Geschaeftsstelle, Zuerich | ab 19 Uhr;OFFEN;KEINE;OFFEN;;;;Informelles Branchentreffen ohne Programm - die guenstigste Gelegenheit, Verlags- und Buchhandelsleute persoenlich zu treffen. Anmeldung per Mail ans Sekretariat
2026-12_edicion;edicion;Messe;Haus am Gern;Biel/Bienne;BE;FCH;2026-12-12;2026-12-13;angekuendigt;jaehrlich;Branche+Fachpublikum;https://www.webliterra.ch/rendez-vous-litteraires-romands/festivals-et-salons/;2026-09-08;"12 und 13 dec. 2026; die Buchmesse wird bilingue ausgerichtet sein";OFFEN;Standanmeldung;OFFEN;;;;Zweisprachige Messe der unabhaengigen Verlage und Kuenstlerbuecher. Offizielle Seite edicion.ch nennt am 08.09.2026 noch kein Datum, Beleg deshalb ueber das Portal Webliterra
2026-12_bsbl-fachausschuss-literatur;Werk- Mentoring- Entwicklungs- und Publikationsbeiträge Fachausschuss Literatur BS/BL;Ausschreibung;Fachausschuss Literatur Basel-Stadt und Basel-Landschaft;Liestal;BL;DCH;2026-12-15;2026-12-15;bestaetigt;jaehrlich;Schreibende;https://www.bs.ch/pd/kultur/kulturfoerderung/projekt-und-programmfoerderung/literatur;2026-09-08;Eingabetermine für Beitragsgesuche 25. März 2026 5. August 2026 15. Dezember 2026;2026-12-15;Einreichfrist;0;publikation;;Kanton BS oder BL 12 Monate;für Teilnehmende — gemeinsame Literaturförderung beider Basel mit jährlich CHF 260000, neben Werkbeiträgen auch ein Mentoringbeitrag, was zur Schreibjahr-Logik passt. Regionaler Bezug nötig, drei Termine pro Jahr [Zugang: Als professionell taetig gilt, wer sein Literaturschaffen (haupt)beruflich ausuebt und ueb]
2026-12_proz-agenda-januar-2027;PROZ Agenda - Veranstaltungseingabe Ausgabe Januar 2027;Reihe;ProgrammZeitung Verlags AG;Basel;BS;DCH;2026-12-29;2026-12-29;bestaetigt;monatlich;Breitenpublikum;https://www.proz.online/download/Content_attachments/FileBaseDoc/PROZ-Tarife.pdf;2026-09-08;Einsendefrist Am 6. des jeweiligen Vormonats - Per E-Mail an agenda@proz.online;2026-12-06;Programmeingabe;0 Eintrag gratis - Foto CHF 95;;;;WICHTIG: Kurse Workshops und Reisen können nicht in die Agenda aufgenommen werden - dafür gibt es die kostenpflichtige Angebotsseite. Eine Lesung oder ein Infoanlass des Schreibjahrs geht dagegen gratis rein. Auflage 3827 Expl. Erscheinungstermin Januar-Ausgabe Di 29.12.2026
2026-12_proz-kurse-workshops;PROZ Angebotsseite Kurse Workshops Reisen;Reihe;ProgrammZeitung Verlags AG;Basel;BS;DCH;2026-12-29;2026-12-29;bestaetigt;monatlich;Breitenpublikum;https://www.proz.online/download/Content_attachments/FileBaseDoc/PROZ-Tarife.pdf;2026-09-08;Anlieferung Bis spätestens zum 10. des Vormonats per E-Mail an inserate@proz.online;;;CHF 120 für 3 Ausgaben - 210 für 6 - 330 für 11 - Bild plus CHF 50;;;;Der günstigste bezahlte Kanal im Fundus: 3 Ausgaben für CHF 120 exkl. MwSt bei 9000 Leserinnen im Raum Basel. Max. 190 Zeichen. Mindestens 3 Ausgaben buchbar. Rubrik wählbar - für das Schreibjahr passt Geist & Seele oder Gestaltung Werken & Kunst
2026-12_proz-kulturszene-inserat;PROZ Kulturszene-Beitrag und Inserat Ausgabe Januar 2027;Reihe;ProgrammZeitung Verlags AG;Basel;BS;DCH;2026-12-29;2026-12-29;bestaetigt;monatlich;Breitenpublikum;https://www.proz.online/download/Content_attachments/FileBaseDoc/PROZ-Mediadaten.pdf;2026-09-08;Januar 2027 Inserateschluss Mi 16.12.2026 Erscheinungstermin Di 29.12.2026;;;Kulturszene 1/4 Seite CHF 420 - Inserat Agenda 1/4 Seite CHF 700 - Magazin 1/4 CHF 950;;;;Redaktionsschluss Kulturszene ist der 1. des Vormonats also 01.12.2026 - Inserateschluss 16.12.2026. Der Kulturszene-Beitrag ist redaktionell gestaltet und wirkt weniger wie Werbung. Alle Preise exkl. 8.1% MwSt Stand 30.11.2025
2026-12_prix-vanil-noir;Prix Vanil Noir;Ausschreibung;Éditions Montsalvens;Fribourg;FR;FCH;2026-12-29;2026-12-29;bestaetigt;jaehrlich;Schreibende;https://www.webliterra.ch/concours-litteraires/;2026-09-08;Prix Vanil Noir, Editions Montsalvens: 29 dec. 2026;2026-12-29;Einreichfrist;OFFEN;offen;;CH;Schreibwettbewerb fuer unveroeffentlichte franzoesischsprachige Texte. Nur auf Franzoesisch - fuer die Zielgruppe des Schreibjahrs nicht nutzbar, gehoert aber zum Konkurrenzbild der Romandie. [Zugang: ouvert a tout auteur francophone habitant en Suisse. Seuls les textes n ayant jamais ete p]
2026-12_prix-ecriture-gruyeres;Prix d'Écriture de la ville de Gruyères;Ausschreibung;Éditions de l'Hèbe;Gruyères;FR;FCH;2026-12-31;2026-12-31;bestaetigt;jaehrlich;Schreibende;https://www.webliterra.ch/concours-litteraires/;2026-09-08;Prix d Ecriture ville Gruyeres, Editions de l Hebe: 31 decembre 2026;2026-12-31;Einreichfrist;OFFEN;offen;;;Franzoesischsprachiger Schreibwettbewerb mit Publikationsaussicht. Beleg ueber die Wettbewerbsliste von Webliterra, dem Portal der Romandie. [Zugang: adresse aux auteur.e.s de 15 ans et plus. Recits, contes, nouvelles]
2027-00_bourses-ecriture-vaud;Bourses artistiques 2027 – Bourses Écriture et BD;Ausschreibung;État de Vaud, Direction générale de la culture;Lausanne;VD;FCH;2027-00-00;2027-00-00;erwartet;jaehrlich;Schreibende;https://www.vd.ch/actualites/communiques-de-presse-de-letat-de-vaud/detail/communique/letat-met-aux-concours-ses-bourses-artistiques-2027;2026-09-08;"Bourses Ecriture et BD, dotee chacune de 15 000 francs; dossiers en ligne avant le 15 septembre 2026";2026-09-15;Einreichfrist;0, Stipendium CHF 15'000;publikation;;Kanton VD (Wohnsitz oder Herkunft);Nur fuer Waadtlaender Herkunft oder Wohnsitz - fuer Deutschschweizer Teilnehmende nicht zugaenglich, zeigt aber die Hoehe kantonaler Schreibfoerderung in der Romandie. Frist in einer Woche. [Zugang: professionnels ayant publie au moins un livre a compte d editeur, d origine vaudoise ou do]
2027-XX_burgschreiber-laufenburg;Burgschreiberin zu Laufenburg;Ausschreibung;Stadt Laufenburg;Laufenburg;AG;DCH;2027-00-00;2027-00-00;bestaetigt;jaehrlich;Schreibende;https://www.a-d-s.ch/foerderungen/ausschreibungen/?article=ausschreibung_zur_bewerbung_als_burgschreiber_in_zu_laufenburg_10_03_2026;2026-09-08;Einsendeschluss: 31. Oktober 2026;2026-10-31;Einreichfrist;0;publikation;;;nicht für Teilnehmende — verlangt mindestens eine selbstständige nicht im Eigenverlag erschienene Publikation. Offizielle Seite burgschreiber-laufenburg.com, belegt hier über das Ausschreibungsportal des A*dS [Zugang: Die bewerbende Person muss mindestens eine selbststaendige, nicht im Eigenverlag erschiene]
2027-00_ch-slam-zuerich;CH-Slam 27 - Schweizer Meisterschaften im Poetry Slam;Festival;Verein Solarplexus;Zuerich;ZH;DCH;2027-00-00;2027-00-00;angekuendigt;jaehrlich;Breitenpublikum+Schreibende;https://poetryslam.ch/schweizer_meisterschaften/;2026-09-08;2027 - Zuerich;OFFEN;Einreichfrist;OFFEN;;;;Ort 2027 steht fest Datum noch nicht. Normalerweise findet die Anmeldephase im November statt - Frist daraus abgeleitet. Teilnahme setzt regelmaessige Buehnenpraesenz voraus. poetryslam.ch: 'Normalerweise findet die Anmeldephase im November statt' - kein konkreter Schlusstermin publiziert. Ort Zuerich bestaetigt
2027-XX_ernst-goehner-stiftung;Gesuche Ernst Göhner Stiftung;Ausschreibung;Ernst Göhner Stiftung;Zug;ZG;DCH;2027-00-00;2027-00-00;bestaetigt;laufend;Fachpublikum;https://www.ernst-goehner-stiftung.ch/gesuche;2026-09-08;Bis zum 14. November 2026 müssen Gesuche per Post eingereicht werden;;;0;verlag;;CH (Wirkung in der Schweiz);"für Salon — allgemeine Projektförderung, Gesuch muss mindestens fünf Monate vor Projektbeginn eingehen. Zwischen 15. und 30. November 2026 werden keine Gesuche angenommen, ab 1.12.2026 nur noch online. Gesuche laufend, mind. 5 Monate vor Projektbeginn. Der 14.11.2026 ist nur der letzte Posteingang vor der Systemumstellung; ab 1.12.2026 laeuft die Eingabe online weiter, zwischen 15. und 30.11.2026 pausiert sie. Gesuch muss mindestens fuenf Monate vor Projektbeginn eingehen; fuer einen Jahrgang ab Januar 2028 heisst das Ende Juli 2027. Kein publizierter Stichtag. [Zugang: Sie unterstuetzt keine Einzelpersonen, sondern nur Institutionen oder Gruppierungen mit qu]"
2027-XX_be-schaffensprozesse-literatur;Literaturförderung literarische Schaffensprozesse Kanton Bern;Ausschreibung;Amt für Kultur Kanton Bern;Bern;BE;DCH;2027-00-00;2027-00-00;bestaetigt;laufend;Schreibende;https://www.kultur.bkd.be.ch/de/start/themen/kulturfoerderung/foerderung/kulturfoerderung-literatur/literaturfoerderung-literarische-schaffensprozesse.html;2026-09-08;Laufende Gesuchseingabe via elektronisches Gesuchsportal;OFFEN;Einreichfrist;0;publikation;;Kanton BE;für Teilnehmende — laufend also keine Stichtagsfrist, verlangt aber professionellen Standard und die finanzielle Beteiligung der Wohngemeinde, keine Altersgrenze genannt [Zugang: Professionelle Literaturschaffende mit Bezug zum Kanton Bern. Professioneller Standard. Fi]
2027-XX_looren-exzellenzstipendien;Looren-Exzellenzstipendien 2027;Ausschreibung;Übersetzerhaus Looren;Wernetshausen;ZH;DCH;2027-00-00;2027-00-00;bestaetigt;jaehrlich;Schreibende;https://www.a-d-s.ch/foerderungen/ausschreibungen/?article=looren_exzellenzstipendien_2023;2026-09-08;Einsendeschluss: 28. Oktober 2026;2026-10-28;Einreichfrist;0;publikation;;;nicht für Teilnehmende — nur für literarische Übersetzerinnen, Max Geilinger-Exzellenzstipendium für Übersetzungen aus dem oder ins Englische. Offizielle Seite looren.net [Zugang: Kopie des beiderseitig unterschriebenen Verlagsvertrags. Nur fuer Uebersetzende eines konk]
2027-00_prix-rts-litterature-ados;Prix RTS littérature ados 2027;Preis;RTS Radio Télévision Suisse;Lausanne;VD;FCH;2027-00-00;2027-00-00;erwartet;jaehrlich;Jugend+Fachpublikum;https://actualitte.com/article/132387/prix-litteraires/le-prix-rts-litterature-ados-2027-lance-ses-inscriptions-en-suisse-romande;2026-09-08;Les inscriptions se cloturent le 30 septembre 2026;2026-09-30;Einreichfrist;0;publikation;;;"Lesegruppen von 13- bis 15-Jaehrigen in der Romandie; Verleihungsdatum 2027 nicht publiziert. Fuer die Zielgruppe nicht relevant, zeigt aber wie die Romandie Lesefoerderung organisiert. Beleg ueber Fachpresse. [Zugang: Le choix des titres a ete effectue par le comite de selection du prix. Keine offene Einrei]"
2027-XX_ph-recherchebeitrag-literatur;Recherchebeitrag Literatur und Comics;Ausschreibung;Schweizer Kulturstiftung Pro Helvetia;Zürich;CH;national;2027-00-00;2027-00-00;bestaetigt;laufend;Schreibende;https://prohelvetia.ch/de/foerderung-finden/recherchebeitrag-literatur-und-comics/;2026-09-08;Eingabedatum ganzjährig offen. Eröffnung des Entscheids innerhalb von acht Wochen;OFFEN;Einreichfrist;0;publikation;;CH (Buergerrecht oder staendiger Wohnsitz);für Teilnehmende — ganzjährig offen also keine Stichtagsfrist, max. CHF 5000, setzt wie der Kreationsbeitrag mindestens eine Buchpublikation voraus, keine Altersgrenze [Zugang: Autor:innen mit mind. einer eigenstaendigen literarischen Publikation bei einem profession]
2027-00_schweizer-bibliothekskongress;Schweizer Bibliothekskongress 2027;Tagung;Bibliosuisse;Aarau;CH;national;2027-00-00;2027-00-00;erwartet;zweijaehrlich;Fachpublikum+Branche;https://www.bibliosuisse.ch/Bildung/Weiterbildung/Kongress;2026-09-08;Alle zwei Jahre fuehrt der Verband einen Kongress durch;OFFEN;Standanmeldung;OFFEN;;;;Letzte Ausgabe Bern 2025 (Ende Oktober), davor Zuerich 2023 (November) - naechste Ausgabe damit voraussichtlich Herbst 2027, Datum und Ort am 08.09.2026 nicht publiziert. Kongress hat einen Ausstellerbereich
2027-XX_schweizer-literaturwettbewerb-bak;Schweizer Literaturwettbewerb / Schweizer Literaturpreise;Preis;Bundesamt für Kultur BAK;Bern;CH;national;2027-00-00;2027-00-00;erwartet;jaehrlich;Schreibende+Fachpublikum;https://www.schweizerkulturpreise.ch/de/informationen;2026-09-08;Am Wettbewerb Schweizer Literaturpreise können Schweizerinnen und Schweizer oder in der Schweiz wohnhafte Autorinnen teilnehmen;OFFEN;Einreichfrist;0;publikation;;CH (Buergerrecht oder Wohnsitz);nicht für Teilnehmende — verlangt ein im Vorjahr publiziertes Werk, Preisgeld je CHF 25000, keine Altersgrenze. Frist lag in den Vorjahren Ende Juni, liess sich am 8.9.2026 nicht belegen weil die BAK-Anmeldeseite 404 liefert [Zugang: Die Anmeldung gilt fuer ein im Vorjahr publiziertes literarisches Werk in einer Landesspra]
2027-XX_ubs-kulturstiftung;UBS Kulturstiftung Förderung Literatur;Ausschreibung;UBS Kulturstiftung;Zürich;ZH;DCH;2027-00-00;2027-00-00;bestaetigt;laufend;Schreibende;https://www.a-d-s.ch/foerderungen/ausschreibungen/?article=ubs_kulturstiftung;2026-09-08;Gesuche werden laufend entgegengenommen;OFFEN;Einreichfrist;0;publikation;;CH (Nationalitaet oder Wohnsitz);nicht für Teilnehmende — fördert professionelle Schriftstellerinnen und Übersetzerinnen deren Werk überregionale Bedeutung erlangt hat, also mit Werkausweis. Laufend also keine Stichtagsfrist. Offizielle Seite ubs.com [Zugang: Werkbeitraege an literarische Projekte von Autorinnen und Autoren mit mindestens einer eig]
2027-XX_landisgyr-werkstipendien;Werkstipendien 2027 Landis und Gyr Stiftung;Ausschreibung;Landis und Gyr Stiftung;Zug;ZG;DCH;2027-00-00;2027-00-00;bestaetigt;jaehrlich;Schreibende;https://www.lg-stiftung.ch/de/gesuch-einreichen;2026-09-08;WERKSTIPENDIEN 2027 Bewerbungszeitraum: 01.12.2026–31.01.2027;2027-01-31;Einreichfrist;0;publikation;;CH;für Teilnehmende — gleiche Frist wie die Atelierstipendien, Wohnsitz Schweiz nötig, keine Altersgrenze, aber herausragende Leistung in der Sparte vorausgesetzt [Zugang: Voraussetzung fuer eine Teilnahme ist eine herausragende Leistung. Nicht fuer am Anfang ih]
2027-XX_zuger-uebersetzer-stipendium;Zuger Übersetzer-Stipendium 2027;Ausschreibung;Zuger Übersetzer Stiftung;Zug;ZG;DCH;2027-00-00;2027-00-00;bestaetigt;jaehrlich;Schreibende;https://www.a-d-s.ch/foerderungen/ausschreibungen/?article=zuger_uebersetzer_stipendium_2021;2026-09-08;Anmeldeschluss: 6. November 2026;2026-11-06;Einreichfrist;0;publikation;;;nicht für Teilnehmende — nur für literarische Übersetzerinnen mit bereits vorliegenden Buchübersetzungen. Eigenbewerbungen ausdrücklich erwünscht. Offizielle Seite zugeruebersetzer.ch [Zugang: Von den Bewerber*innen sollten bereits Uebersetzungen in Buchform vorliegen. Nur fuer lite]
2027-01_mrl-residences-litteraires;Résidences littéraires 2027 – Maison Rousseau et Littérature;Ausschreibung;Maison Rousseau et Littérature (MRL);Genève;GE;FCH;2027-01-00;2027-12-00;erwartet;jaehrlich;Schreibende;https://m-r-l.ch/;2026-09-08;Residences litteraires 2027: L appel a candidatures est ouvert!;OFFEN;Einreichfrist;0, Stipendium CHF 2000 pro Monat;wohnsitz;;Suisse romande 2 Jahre;"Nur fuer seit mindestens zwei Jahren in der Romandie wohnhafte Personen - fuer Teilnehmende des Schreibjahrs nicht zugaenglich. Frist 2027 nicht publiziert; fuer 2026 galt der 20.10.2025. [Zugang: ecrivaines et ecrivains domicilies en Suisse romande depuis au moins deux ans, experience ]"
2027-01_jahrgang-2027;Schreibjahr 2027, Jahrgang laeuft;Kurs;Salon der Kuenste;Olten/Basel/Zuerich;CH;DCH;2027-01-00;2027-12-31;bestaetigt;laufend;Schreibende;../00_Basis/ECKDATEN.md;2026-09-08;14 Teilnehmende, 12 Monate, Januar-Dezember 2027;KEINE;KEINE;CHF 295/Mt, mit Patenschaft 445;;;;14 Teilnehmende, 13 Praesenztage, ~100 Kontaktstunden
2027-01_be-schreibstipendien;Berner Schreibstipendien;Ausschreibung;Amt für Kultur Kanton Bern;Bern;BE;DCH;2027-01-08;2027-01-08;bestaetigt;jaehrlich;Schreibende;https://www.kultur.bkd.be.ch/de/start/themen/kulturfoerderung/aktuelle-ausschreibungen-kulturfoerderung.html;2026-09-08;Literatur Schreibstipendien Publikationstermin 16.11.2026 Eingabefrist 08.01.2027;2027-01-08;Einreichfrist;0;publikation;;Kanton BE 2 Jahre;für Teilnehmende — Ausschreibung wird am 16.11.2026 publiziert, Bewerbung nur auf offene Ausschreibung hin möglich. Voraussetzungen erst mit der Publikation bekannt, professioneller Standard und Berner Bezug sind bei allen Berner Instrumenten Bedingung [Zugang: bereits mindestens ein literarisches Werk veroeffentlicht. Publikationen im Eigen- und ode]
2027-01_vorbereitungstag-3;Vorbereitungstag Schreibjahr 3;Kurs;Salon der Kuenste;Olten;SO;DCH;2027-01-09;2027-01-09;bestaetigt;einmalig;Schreibende;../00_Basis/ECKDATEN.md;2026-09-08;Dritter Vorbereitungstag 9.1.2027 (BEFUND_Widersprueche.md, Stand Patrick 08.09.2026);OFFEN;OFFEN;CHF 150, mit Gutschein 100;;;;md laesst ausdruecklich offen, ob der 21.1.2027 Gutscheinablauf, Bewerbungsschluss oder beides ist. Programm nennt dafuer 20.1., Einsatzplan 31.1., Postkarte V9 den ueberholten 5.1. Solange das nicht entschieden ist, traegt die Zeile keine Frist
2027-01_ag-projektbeitrag-literatur;Freiraum Projektbeitrag Druckkostenbeitrag Programmbeitrag Literatur Kanton Aargau;Ausschreibung;Aargauer Kuratorium;Aarau;AG;DCH;2027-01-10;2027-01-10;bestaetigt;jaehrlich;Schreibende+Branche;https://www.aargauerkuratorium.ch/termine/literatur;2026-09-08;10. Januar 2027 Freiraum Projektbeitrag Druckkostenbeitrag Programmbeitrag;2027-01-10;Einreichfrist;0;publikation;;Kanton AG 2 Jahre oder 15 Jahre frueher;für Salon — Freiraum finanziert offene Projektideen bis CHF 15000, Programmbeitrag Veranstaltungsreihen. Verfallfrist ohne Verlängerung. Aargauer Bezug nötig, weitere Termine 10.5. und 10.9. [Zugang: Gefoerdert werden professionell taetige Aargauer Kuenstlerinnen und Kuenstler. Zivilrechtl]
2027-01_be-auslandstipendien;Auslandstipendien Kanton Bern spartenübergreifend;Ausschreibung;Amt für Kultur Kanton Bern;Bern;BE;DCH;2027-01-11;2027-01-11;bestaetigt;jaehrlich;Schreibende;https://www.kultur.bkd.be.ch/de/start/themen/kulturfoerderung/aktuelle-ausschreibungen-kulturfoerderung.html;2026-09-08;Spartenübergreifend Auslandstipendien Publikationstermin 12.10.2026 Eingabefrist 11.01.2027;2027-01-11;Einreichfrist;0;publikation;;Kanton BE 2 Jahre;für Teilnehmende — spartenübergreifend also auch für Literatur offen, Ausschreibung erscheint am 12.10.2026 [Zugang: professionelle Berner Kulturschaffende jeden Alters mit ueberzeugendem Leistungsausweis. G]
2027-01_schreibwerk-ost-schreibabo-plus;Schreib-Abo plus 2027;Kurs;Schreibwerk Ost;Uesslingen Iselisberg;TG;DCH;2027-01-15;2027-12-00;bestaetigt;jaehrlich;Schreibende;https://www.schreibwerk-ost.ch/naechste-schreibseminare;2026-09-08;Schreib-Abo plus 2027 Start 15. Januar Iselisberg CHF 880.00;OFFEN;OFFEN;CHF 880;;;;In der SWOT als Aufbau-Abo plus ohne Preis geführt - der Preis ist jetzt publiziert (CHF 880) und damit deutlich tiefer als das Schreibjahr. Neu seit 04.09. belegt
2027-01_edition-unik-fruehjahr;Edition Unik Frühjahrsrunde 2027;Kurs;Verein Edition Unik (Migros-Kulturprozent);Zürich;CH;national;2027-01-18;2027-05-00;bestaetigt;jaehrlich;Schreibende;https://www.edition-unik.ch/anmelden;2026-09-08;Frühjahrsrunde 2027 18. Januar 2027 - Mai (KW 03 - KW 19) Anmeldeschluss 27. Dezember 2026;2026-12-27;Einreichfrist;CHF 550 Teilnahmegebühr;;;;In der SWOT als Zubringer geführt. Anmeldeschluss liegt vier Wochen vor der Schreibjahr-Frist (21.01.2027) - im Dezember konkurrieren beide um dieselbe Entscheidung
2027-01_bewerbungsschluss;Einsendeschluss Bewerbung Schreibjahr 2027;Ausschreibung;Salon der Kuenste;Olten;SO;DCH;2027-01-21;2027-01-21;bestaetigt;einmalig;Schreibende;../00_Basis/ECKDATEN.md;2026-09-08;Einsendeschluss Bewerbung Schreibjahr 21.1.2027;2027-01-21;Einreichfrist;0;offen;;;Nicht mit QR-Frist 9.1. verwechseln - zwei verschiedene Fristen [Zugang: ECKDATEN.md nennt keine Publikations-, Alters- oder Wohn]
2027-01_lyrikfestival-basel;23. Internationales Lyrikfestival Basel;Festival;Verein Internationales Lyrikfestival Basel c/o LiteraturBasel;Basel;BS;DCH;2027-01-28;2027-01-31;bestaetigt;jaehrlich;Breitenpublikum+Fachpublikum+Schreibende;https://lyrikfestival-basel.ch/;2026-09-08;23. INTERNATIONALES LYRIKFESTIVAL BASEL 28.-31. JANUAR 2027;;;OFFEN;;;;"Der 3.12.2026 ist der Tag, an dem das Programm PUBLIZIERT wird, kein Eingabeschluss - die Seite nennt keine Programmeingabe-Frist; wer ins Programm will, muss deutlich davor anfragen. Postkarte muss rund vier Wochen vor dem Termin vor Ort liegen, der Druck davor - Frist aus dem Veranstaltungsdatum gerechnet, nicht publiziert"
2027-01_schreibwerk-ost-expose;Exposé schreiben;Kurs;Schreibwerk Ost;Uesslingen Iselisberg;TG;DCH;2027-01-29;2027-01-29;bestaetigt;einmalig;Schreibende;https://www.schreibwerk-ost.ch/naechste-schreibseminare;2026-09-08;Exposé schreiben 29. Januar Iselisberg CHF 350.00;KEINE;KEINE;CHF 350;;;;Anbieter steht in der SWOT. Exposé ist eine der Kernleistungen des Schreibjahrs - hier als Tageskurs für 350 Franken
2027-01_le-roman-des-romands;Le Roman des Romands;Preis;Association pour le Roman des Romands;Sion;VS;FCH;2027-01-29;2027-01-29;bestaetigt;jaehrlich;Jugend+Fachpublikum;https://romandesromands.ch/editions/edition-2026-2027/;2026-09-08;"12 janvier 2027 vote des delegue-e-s; 29 janvier 2027 ceremonie de remise du prix a Sion";OFFEN;Einreichfrist;OFFEN;publikation;;Romandie (Autor:in);"17. Ausgabe, Schuelerjury fuer sechs Romane aus der Romandie; 29.10.2026 Debatten am Lycee Jean-Piaget Neuchatel. Frankophon, fuer die Zielgruppe des Schreibjahrs nicht relevant. [Zugang: Le Comite de lecture est charge de lire les romans suisses parus dans l annee et d etablir]"
2027-01_schreibwerk-ost-autobiografisch;Autobiographisches Schreiben;Kurs;Schreibwerk Ost;Uesslingen Iselisberg;TG;DCH;2027-01-30;2027-02-06;bestaetigt;einmalig;Schreibende;https://www.schreibwerk-ost.ch/naechste-schreibseminare;2026-09-08;Autobiographisches Schreiben 30. Jan. & 6. Feb. Iselisberg CHF 490.00;KEINE;KEINE;CHF 490;;;;Anbieter steht in der SWOT. Zwei Samstage
2027-01_bz-boerse;BZ-Boerse 2027;Messe;Buchzentrum AG (BZ), Haegendorf;Olten;SO;DCH;2027-01-31;2027-02-01;bestaetigt;jaehrlich;Branche;https://www.buchzentrum.ch/de/buchzentrum/fuer-buchhandlungen_1/dienstleistungen/BZ-Boerse;2026-09-08;Sonntag, 31. Januar, und Montag, 1. Februar 2027, Schuetzi Olten, Schuetzenmattweg 15;2026-11-20;Akkreditierung;OFFEN;;;;Verlagsvertreter-Boerse fuer Schweizer Buchhandlungen im Speed-Dating-Format, direkt in Olten. Tisch-/Standgebuehren nicht publiziert - beim Buchzentrum erfragen. Der 20.11.2026 ist der allgemeine Anmeldeschluss fuer Teilnehmende, nicht eine Standanmeldung fuer Ausstellende - fuer Verlage nennt die Seite keinen eigenen Termin
2027-02_sbvv-moderieren-von-lesungen;Moderieren von Lesungen, Veranstaltungen und Podiumsgespraechen (SBVV);Kurs;Schweizer Buchhandels- und Verlags-Verband SBVV;Zuerich;ZH;DCH;2027-02-05;2027-02-05;bestaetigt;jaehrlich;Branche+Fachpublikum;https://www.sbvv.ch/weiterbildung;2026-09-08;5. Februar 2027 Moderieren von Lesungen, Veranstaltungen und Podiumsgespraechen;OFFEN;Einreichfrist;OFFEN;;;;"Termin aus dem SBVV-Weiterbildungskalender 2027 (Kurs-Nr. 1004); Kosten und Anmeldeschluss am 08.09.2026 noch nicht publiziert. Vergleichbare Eintageskurse kosten CHF 270-380 fuer Mitglieder. Datum steht im SBVV-Weiterbildungskalender"
2027-02_bieler-gespraeche;20. Bieler Gespraeche / Rencontres de Bienne;Tagung;Schweizerisches Literaturinstitut Institut litteraire suisse;Biel;BE;DCH;2027-02-06;2027-02-07;bestaetigt;jaehrlich;Schreibende+Fachpublikum;https://www.bielergespraeche.ch/de/aufruf-2027/;2026-09-08;Die 20. Bieler Gespraeche finden am 6. und 7. Februar 2027 am Schweizerischen Literaturinstitut in Biel statt;2026-09-01;Einreichfrist;0 Teilnahme kostenlos Reisekosten teilweise erstattet;;;;Einsendeschluss 01.09.2026 war eine Woche vor diesem Abrufdatum - fuer 2027 verpasst. Dreisprachig deutsch franzoesisch italienisch. Genau das Format fuer Schreibjahr-Teilnehmende mit unveroeffentlichten Texten - Aufruf 2028 im Sommer 2027 beobachten
2027-02_ag-ateliers-literatur;Ateliers Kanton Aargau Sparte Literatur;Ausschreibung;Aargauer Kuratorium;Aarau;AG;DCH;2027-02-10;2027-02-10;erwartet;jaehrlich;Schreibende;https://www.aargauerkuratorium.ch/termine/literatur;2026-09-08;10. Februar 2026 Ateliers Entscheid ab 21. April 2026;;;0;publikation;;Kanton AG 2 Jahre oder 15 Jahre frueher;"für Teilnehmende — Atelieraufenthalte Paris London Nairs/Scuol für Aargauer Kunstschaffende aller Fachbereiche. Termin 2027 aus dem Vorjahresmuster. Beleg nennt den Termin 2026 (10.2.2026). Vorjahresmuster: 10. Februar. Vorjahresmuster 10. Februar auf 2027 gerechnet; nicht publiziert. [Zugang: Gefoerdert werden professionell taetige Aargauer Kuenstlerinnen und Kuenstler. Zivilrechtl]"
